电影名称,评论者,评分等级,评论日期,点赞数,评论内容
潜行者,理易封,推荐, 2019-02-01 18:58:30 ,2,绝望和欲望，虚无和使命，自由和束缚，一次信仰的碰撞，是你到底需要什么和活着为了什么的拷问。色彩和声效特别突出，现实是灰暗的，“区”里是彩色的，但美丽的东西往往致命，潜行者因为了解规则所以在人性禁区中主宰绝望和漫无目的的人，却只能作为向导而不得真谛，一文一理两个知识分子组合起来破解人类密码：房间可以给予你本能的需求，却无法给你灵魂
潜行者,康报虹,力荐, 2017-05-07 10:20:40 ,14,在老塔充满诗意的长镜头中，观者的目光被镜头牢牢锁住，随着三人一步步走入那可那个破败的、变化无常的废墟中，代表艺术的作家在沙丘中获得了内心的渴望、科学家试图炸掉禁区最后放弃、代表宗教的潜行者痛苦于不能带给人幸福。那个虚无的空间源自我们的渴望，意念控制水杯就是对这一切的解释。
潜行者,Fleurs.哼哼,力荐, 2019-11-03 16:33:06 ,18,"1.伴随着品读《雕刻时光》，老塔主要的八部作品全部看完（啥时候来个老塔勋章啊）如果非要用贫瘠的语言来形容他：老庄＋肖斯塔科维奇＋马尔克斯＋马格丽特。
2.不知同名游戏《潜行者》是否有致敬成分，还是本片有预言成分，和切尔诺贝利有莫名的契合。无论是近来的《湮灭》，还是日本末世类动漫的场景，老塔对科幻片的贡献和影响潜移默化，居功甚伟。
3.客观的说，我刚开始并不知道毕赣偷师老塔，当时对《路边野餐》的评价也并不高，也不知道为什么那么多人追捧。后来《最后夜晚》扑街了，也只是象征性的揶揄了一下。现在想来，可能透过现象看到了他只学到了推拉升降镜头语言的皮毛。天才和庸才的区别概莫如此。
4.第一次承认导演界也是有天才的，最喜欢的导演前三。"
潜行者,幽灵不会哭,力荐, 2014-09-20 16:24:03 ,11,重温!老塔的宏大寓言，关于人类的懦弱和勇气的丧失，三个人最后都没有勇气通过那道命运的“窄门”，相反向导的妻子对“爱”的坚持，带病的女儿却让人看到了幸福的希望，贯穿其中的仍然是老塔钟爱的关于宗教的隐喻，摄影机在人物上方盘旋，耶稣转世鱼的象征，凡艾克的宗教画像，不朽的创作
潜行者,Настя,推荐, 2020-11-22 05:08:42 ,6,虔信者带那些被欲望与戾气缠身的“不信”之人潜入禁区，主导着关于谦卑敬畏服从的宗教寓言，可禁区的未知之力却屡次“宽恕”在他看来已然触犯戒律的人，骇人的惩罚未得应验，概因它的随机法则未曾也不可能被虔信者全数掌握。解释与破坏，或许都只是人类面对未知时自作主张的蛮愚，说不上对错，但都趋于无力。终究信有信的痛苦，不信亦有不信的痛苦；是痛苦将信念不同的人连结，而不是信仰使各异的痛苦彼此体认。
潜行者,番茄杀手,还行, 2021-09-12 00:04:13 ,13,对比费里尼-天主和老塔-东正的圣愚故事可能颇具启发 前者信仰危机体现为怀疑救赎（《骗子》中感到救赎仍执迷不悟）后者则体现为怀疑奇迹 如此看来区中三人对应三种危机 而非仅是潜行者对二人的引渡——科学家危机在于理性的边界 对逾越界限之物只能选择摧毁（类似瓦雷里笔下海边的苏格拉底）；作家危机在于感性无法对神性做出肯定回应 只能选择享乐延缓存在焦虑；而潜行者危机在于怀疑奇迹 他在区中制定的规则并无所言中的强力 他在房间前的却步是对自身信仰危机的掩饰 拒绝妻子的同行也是如此 他并非真正的圣愚 他在区外同样是暗黄的 而真正的圣愚是女儿 她跛足不语（与《骗子》中圣愚相似）始终在神性世界（色彩）她的诞生才是真正的奇迹 因而尽管通篇是信仰拷问 老塔最终仍给出了较为明确的肯定答案；但着实没有足够触动的时刻
潜行者,有心打扰,很差, 2012-11-02 20:44:25 ,29,1.跪了，大师不愧是大师；2.灵魂、潜意识、现实、梦想、幸福、无私与自私、人性的弱点...这么多的元素叠放一起，并用形而上的方式呈现，真心膜拜；3.臭水沟，化腐朽为神奇，神奇无处不在。
潜行者,双晚,力荐, 2021-10-08 06:30:50 ,8,A. 完全失语。这可能是我看得最痛苦的电影，彻底超越评价的维度，观影的每一秒都像信徒的苦行。而我也武断地相信，这即是老塔创作的本意：礼崩乐坏，生死疲劳，却还是要不断地沉思，祈祷，寻找，幻灭，再寻找。我真的体验到了悲怆和空虚令人无法承受的重量。2021.10.5 Reflet Médicis
潜行者,王安安,很差, 2016-04-24 20:08:01 ,22,我宣布，我不懂艺术，我退出。全片最让我欣喜若狂的时刻，就是结束字幕终于出现的时候；熬过3个小时的非人折磨，我感到了导演所要表达的绝望，听见最后全场掌声响起，我的确感到了导演所传达的那种无比的孤独——人生的绝望，仿佛看一部塔科夫斯基的电影一般。再见吧艺术。
潜行者,汪金卫,推荐, 2016-04-20 15:31:06 ,4,【中国电影资料馆北京电影节展映】胶片版。不知为何，相比DVD资源，胶片画面整体极度偏红。贯彻始终的长镜头摄影风格很厉害。剧情与内涵在老塔作品中并不算晦涩。可以是通古斯大爆炸的灵感，苏联当局禁锢思想的隐喻，也是切尔诺贝利的预言。结尾火车隆隆配上《欢乐颂》，小女孩的神秘力量看得不寒而栗//2022年4月资料馆修复版二刷。相比一刷泛红胶片，此次修复版画面色彩准确，因此进入禁区后画面到彩色的突然转变观感更加惊艳。一群禁区外的失意者，在步步为营危机四伏的禁区内反而能生存下去，不再浑浑噩噩。想起了那些逃离而又回到切尔诺贝利地区定居的人。
潜行者,Bork,推荐, 2022-03-15 04:21:48 ,2,年初聽一名格魯吉亞導演在映後談中講到，在他看來，電影這門藝術固然有情節的/故事的/小說的一面，但更是近於詩歌的。塔可夫斯基名作《潜行者》改編自科幻小說《路邊野餐》，而電影腳本闌入了大量詩歌元素，其整體表達也更近於敘事詩，通過具有神秘色彩的寓言來表達某種概念：潜行者、作家和教授可分別視作宗教、文化和科學的代指，而攝影機則設定出一個上帝視角。儘管塔可夫斯基借詩性電影表達政治觀點的做法常被提及，本片中的廢土禁區也是明顯的社會主義工業的廢墟，但不能不說該片的生成同社會主義製片廠制度的保障關係密切，特別是在老塔解雇攝影師並要求重新拍攝所有鏡頭後，甚至可以說非有後者而不能產生。2022年3月12日14:00於CGV北京路3號廳，“俄羅斯珍藏影展”場次丁。
潜行者,EVA_征服天堂,很差, 2017-02-03 03:57:29 ,11,电影就是全世界的人都看得懂的艺术！神棍和大师的差距在普通人眼里，只是一念之间！说不好听的话：塔可夫斯基可真能装逼！
潜行者,何阿嵐,2017-04-12 01:13:11, 2017-04-12 01:13:11 ,9,始於絕望的希望，能不能以政治角度來想像，潛行者作家和科學家就是他們同一代人，見證理想國的可能，但最終發現都只不過是一種無法達成的想像，站在房間前，又或者根本只是一種虛妄，就算願望不能達成，當發現深層的慾望時，又有沒有勇氣去面對，不久，塔氏最後也離開了故國，最後蘇式共產主義也完結..
潜行者,RIC,2012-08-28 23:56:47, 2012-08-28 23:56:47 ,10,以后谁要是再叫我文艺青年我就跟谁急。。。如果不是对白格外多，恐怕自己早就被没有尽头的静止长镜头淹没在睡梦里了
潜行者,euphoria,力荐, 2022-05-03 21:21:22 ,12,深圳cgv影展观影。与豆瓣主流观点不同，我觉得这部电影是充满隐喻的共产主义哀歌，通过三个人穿越区的迷宫，但最终放弃进房间的象征性故事，哀叹知识份子背叛了信仰（一个虚无主义作家，一个向往诺奖的科学家），领路人也绝非无暇，警醒了修正主义和沙皇主义（“看上去很近的路并非捷径“，“永远不要原路返回”），后端肖斯塔科维奇（资本主义）奏响了几秒，一家人走在工业化的河畔。最终在时间的列车上，残疾的下一代在贝九的鸣响中陷入沉思。塔可夫斯基融入了对于美学、俄式哲学和诗歌的大量讨论和意向化的布景扩充也稀释着主题。信息量太大需重看一次。
潜行者,未卜,还行, 2022-04-12 00:10:20 ,5,看完《潜行者》，我感觉自己可能更喜欢《镜子》。看塔可夫斯基，感受诗意就完事儿了，感受不到就是假大空。所谓毕赣启蒙之作，不过是明白了原来电影不一定非要通过写实来务虚，也未必是通过务虚来写实。你完全可以为了务虚而务虚，然后你想表达的实可能突然就真实的出现了，就是这么神奇。
潜行者,阿稚,2015-10-05 21:38:30, 2015-10-05 21:38:30 ,6,诗人之子，晦涩之诗。（感谢字幕组：豆瓣“电影字幕翻译”小组）
潜行者,さらばエリカ,还行, 2016-04-11 02:49:19 ,6,在下确实是看不懂了。直观上感觉是三个魔术协会成员在调查圣杯。
潜行者,brennteiskalt,力荐, 2017-06-29 21:44:48 ,7,塔可夫斯基在[潜行者]里表达了他对人性的坚定信仰，将爱称为这世间的神迹。这样具有东欧基督教色彩的人生观绝不是他首创，片子里哲学的段落也常常有高度欠深度，但真正让本片不朽的是它在电影层面上的运作。很少有导演能在细微处稍作动作，就让整场戏叫人屏气凝息的。
潜行者,影志,较差, 2016-04-20 19:58:47 ,109,168分钟对我来说挑战的不是睡眠，而是颈椎…
潜行者,kylegun,力荐, 2009-12-01 11:42:21 ,7,说的仿佛是通古斯大爆炸？基本完全无特效的科幻寓言神作啊！79年还叫苏联时就能整出那么部东西实在太神奇了。理性和感性靠绝望潜行于本体欲望的探寻中
潜行者,石头摇篮,力荐, 2019-05-31 01:03:33 ,10,牛。1979年，定格的人物和场景，间离，这些还只是形式上的。你隐秘的愿望是什么？有人历经千难万险，进入一间可以实现隐秘愿望的房间，祈求因他之故而亡的弟弟能够复活，回到家却发现自己成了富人，弟弟并未复活。潜行者给科学家和作家讲的这个发生在另一个潜行者身上的故事，像是提给观众的问题：你知道自己潜在的愿望是什么吗？你敢于实现它吗？几乎所有评论都将视线放在潜行者、科学家和作家身上，却忽略了潜行者的妻子。她无疑是一切人生困苦和艰难，求意义而不得，却勉励活着的那个托底：爱。有了她，一切不可忍受，皆可忍受。
潜行者,独自退场,力荐, 2013-11-21 22:42:07 ,6,【我未见一个绝望的人】可当他靠过来对我说：跟我走吧，我就照做了，无怨无悔…我们有过许多悲伤，许多恐惧，许多憾事，但我无怨无悔，也绝不自惭形秽，这正是我们的命运，我们的生活，这就是我们的境遇，要是没有经历过不幸我们也不会过得更好，只会更糟，因为那样就不会有幸福可言，也不会有希望可言
潜行者,江东走卒,很差, 2021-02-19 23:14:42 ,8,"我先打一分。你们那些过度解读或者牵强附会的隐晦的含义，包括影片的拍摄背景，我认为都是可以有的，但也就一般。早些年看我也许也能人模狗样地写几句装逼的影评，但我现在看得多了，觉得没有必要。
这部影片絮絮叨叨，花了很大的力气阐述了一个几句话就能说明白的人生困境，其实大可不必。我觉得有些问题导演自己也没想明白，拍得也是乱七八糟。可能受限于当时拍摄的时代背景吧，这片子被严重高估了，打一分纯粹是为了对鼓吹者和装逼犯们表达不满。"
潜行者,兔草,力荐, 2020-08-31 13:45:42 ,5,很震撼，觉得说什么都是一种亵渎，于是写了4000字的观后感（因为根本抵达不了导演的深度，所以不能叫评论，只能是感想）。“我们已经失去了我们的宇宙感”。这部电影本身的长度与方式都没有任何讨好观众的意思，但这绝对是理所应当的。而到了我们这个可怜的时代，我们不但要昏昏欲睡，无法集中精神，还要讨论看这种电影是不是装逼。不知道是我们的不幸，还是时代的不幸。保持敬畏，集中思考，塔可夫斯基是认真在思考的人。
潜行者,山下猫,还行, 2022-02-27 09:09:50 ,3,看到投降。“大师电影牛逼是大师牛逼，不是看过的人牛逼，看的人只是用播放器把它放完而已”。我甚至因为看不完它而无力打开其他电影。废土之上缓慢的镜头移动想起《钢的琴》，焦点变化隐藏在移动的过程里。即便这么难以消化，画面还是很有意趣的
潜行者,矛今人山系文,2020-08-30 20:01:29, 2020-08-30 20:01:29 ,6,可能是我在影院度过的最漫长的两个半小时，我看上去坐在那里，但其实我也不知道我在哪里。
潜行者,月球漫舞者,力荐, 2016-04-25 18:58:08 ,9,可以看到老塔对近代惊悚电影的影响，厉害之处在于完全不用任何特效任何音效或道具化妆，就随便找个废弃的荒郊野外，通过几个蒙太奇就从人内心感觉恐惧。同样受影响的还有末世背景的游戏，场景设计无不带有老塔的印记。这次电影节就这样结束了。bjiff6 #57.
潜行者,Methy,力荐, 2018-06-21 16:36:07 ,2,圣徒面临科学与其帮凶（喉舌、政府、上吊的商人、愚昧的民众）时的癫狂与豪泣是老塔对在人类现代性的暴力下艰难前行的理想主义的最后吊唁，因此把它和 Andrei Rublev 一起对照看有着超越历史的启示作用。结尾圣徒（而今：潜行者）诞下残缺的神无力得在现代科技（铁轨）下发挥着神力，即末世之景。
潜行者,彩虹几度,还行, 2010-10-16 14:21:40 ,4,世人的焦虑与挣扎在一个人身上的集中体现，三主角的特质都不招人喜欢，版本字幕不大好，晦涩的隐喻和磨蹭的推拉很崩溃，不过老塔的构图和光影偶喜欢，残破，潮湿，朦胧，那些诡异的浅滩特写简直完美了
潜行者,梦原望,力荐, 2021-12-14 22:58:22 ,5,至少是老塔作品里面最好的存在，相比于之前那将梦境、现实与回忆混为一体，几乎必然要引起理解上争议的电影，《潜行者》在时间、空间、行为的三一律原则上保持得非常好，塔氏用缓缓流动的镜头来讲述这个故事，极简化的风格减少了诸多可能的复杂部分出现。在整个观察的过程中，“区”的影像价值被进一步放大，达到了隔绝却又处于现实框架之内的目的。且气氛的调节上也是出彩的，这种营造完全与故事环境以及主旨相贴合。几位主人公不断在这种怪异氛围之中向着隐秘之处前行，也直到最终才发觉到这场找寻的真正含义。引领他们的那个神秘核心“区”从目标变为了指向自我的审判。所以这不单只是舍弃了奇幻，更是抛弃了那些无意义象征的影像表现。只有经历过这些已经平常化的未知事物找寻与折磨后，才方能使所有都回归至人性本身最简单的那些组成因素上。
潜行者,侯二六,较差, 2020-04-17 05:58:38 ,5,"史上最簡單的科幻片，仿默片染色的現實世界映照彩色的科幻世界很好，地下室的沙很好，狗狗跟著跑很好，長鏡頭從人臉拍到水中垃圾很好，抽假籤很好，沒進密室很好，但這冗長近三小時只是三位老哥近乎雕像故弄玄虛說出一些連雷奈費里尼都寫不下去的對話在廢墟扮家家酒，抱歉喔，我不是狂粉也沒有慧根，當然也不會覺得「哇我是影癡我懂了這是神作」。

小孩這伏筆也埋得太淺，以至於最後十分鐘很有意境卻突兀。塔可夫斯基還是《安德烈盧布列夫》最好。"
潜行者,Bla©kie,力荐, 2015-05-07 15:36:29 ,8,批着科幻的皮其实是神叨叨+冥想幻觉，不过把工业污水、建筑废墟、医疗垃圾、生活残渣拍得美轮美奂也是绝了。翻墙翻窗的时候背诵《道德经》，脸趴在青苔上赞叹音乐的美妙什么的，让这种“哲思大作”倒也不那么闷，配乐也挺神秘主义。唯一的嘈点的就是老得在长镜头中盯着那三个中年男纸的秃顶= =
潜行者,山上风下,力荐, 2022-01-22 22:06:33 ,4,不敢说完全看懂，但于我就是螺蛳道场，老塔在有限景别只利用几个推镜就能创造大千世界，被污秽池沼所淹没的废墟秘境竟如此玄妙，苔藓砾石犹如雪峰冻原，孢子扬尘中飞鸟瞬灭，斑驳马赛克断桥和浊水湍流那里尤其好看，猜是长焦，湮灭像是个拙劣仿作，毕赣的长镜头是因地制宜就胜之不武了。探险三人中，区是潜行者的内心外化，作家和教授是哲学与科学，感性与理性的对照组，房间内是终极问题的答案，我为何在此。漂流少年中活了5000年的黑狗学长应该也出自这里吧。以及一家三口的三重视角。
潜行者,匡轶歌,力荐, 2012-12-09 18:05:45 ,16,塔可夫斯基，大悟者。
潜行者,空想特摄兔男郎,力荐, 2017-05-06 12:41:13 ,8,许多年前看时因为字幕太烂完全不明白在说什么。今天在林肯中心看过4k版后可能还是无法完全捕捉到塔氏的意图，但是对我来说这似乎是个关于追踪存在意义的寓言。走到旅途终点时大家谁都没有信心去面对真正的自己。潜行者对知识分子的批判也有很意思。他作为旁观者摆渡人反而更接近那个原点。
潜行者,柯里昂妮,推荐, 2019-03-05 15:46:14 ,9,分三次看完，前两次睡着了。想起《湮灭》里的被“闪光”笼罩的未知区域，《潜行者》里的“The Zone”如同人类精神迷宫，长镜头、废土美学衍生诗意与谜团。神走位的水杯，室内的大雨，沙堆的意境，老塔简直是意象之王。塔可夫斯基真是生命中难以承受之重。
潜行者,文森特九六,力荐, 2013-11-26 18:10:08 ,9,押井守的创作启蒙之作，看了一半就被老塔调教得服服帖帖的
潜行者,20个小明≯,推荐, 2016-04-21 07:58:14 ,1,最真挚的心愿发自苦难…整个场景都散发出一种毁灭压抑的气息，感觉就像进入了切尔诺贝利一般。充满隐喻的镜头、哲学意味浓厚的台词、伴随着铁轨轰鸣声奏响的波莱罗舞曲和第九交响曲，这一切都荒诞诡异让人难以捉摸、却又感觉真实无比，《路边野餐》借鉴了不少…为什么最近总看这种不明觉厉的神棍片？！
潜行者,神仙鱼,推荐, 2016-04-25 00:02:04 ,1,[20220626修复重看] 洗掉了此前胶片严重偏红的糟糕观影体验。色调二分生命的色彩，绝望与希望。科学、艺术与信仰之间的对话冲撞。也有关于创作、电影嫉妒音乐等心声的表达。三人坐在门口看房间里的雨，我可以反复不断观赏的一场戏；探进装甲车里的镜头、结尾铁轨震动中伴着欢乐颂的奇迹。｜信仰吧，大概是说。一场道路探索，一场精神对话，其他一切似乎不过是载体和外壳。
潜行者,幻影刺客,力荐, 2012-02-07 17:42:05 ,3,影像本体极具文学性和哲学性，探讨的内容深邃广泛，包括以作家为代表的人文，以物理学家为代表的科学，以“房间”为代表的人类理想家园等等。黑白和彩色镜头交叉剪辑、诡谲的音响、缓慢的节奏，还好没让我睡着……
潜行者,Z,力荐, 2013-08-16 22:38:46 ,6,有诗云：末日酒吧，禁区工厂，警戒森严，铁轨孤深。电杆残曲，旷野迷雾，坦克蚀锈，蛛丝枯木。遗址庄园，石拱水帘，粼粼绿草，炙热赤炭。冰凝地道，寒气浊池，骷髅情侣，野狗孤魂。白泡青潭，皂色荧光，墨覆兰鱼，意念璃杯。锵锵三人，雾中潜行，历经险阻，废然而反。
潜行者,巴喆,力荐, 2020-09-21 13:34:39 ,4,9年前一眼入睡，如今二刷简直让我敬畏。诗性般的深沉反思，（“废墟、绝境”、“艺术与科学”、“探索、摸爬”、“多变而不可琢磨”、“水沟过道”、“实验”、“僵死之树”、“硬核力量”、“某人愚蠢的发明”、“神秘黑洞”、“沙丘房间”、“无力回天的事”、“良心与痛苦”、“终极幸福”)，各种隐喻是对当时苏联模式、对人生信仰的强烈质疑。深沉而忧郁，俄国是有着对信仰的较真传统的，即使我洋洋千言，也是对这部电影的苍白亵渎。套用一句话：现状不可描述，未来不可预期，一切皆有可能。表现主义式的探索和内容的深沉，超现实的建构，全是质疑问难，缓慢推移特写，这样的长镜头并不致虚幻感，而是引发思辨。9.4
潜行者,Hiina Kapsas,2022-04-09 22:16:27, 2022-04-09 22:16:27 ,1,迷人的声音 (除开当时尚不完善的立体声场外) 与长镜头相搭配，安静缓慢而又稳定的推拉与跟焦就把一个长镜头调度得精美绝伦。开头的卧室戏与刚刚抵达禁区的那段最美。然而科幻真无聊，要不是塔可夫斯基展，打死也不看科幻……就……太无聊了。
潜行者,西瓜大侠女,还行, 2021-09-11 23:00:14 ,1,导演著名影片著名，说实话，我没有看懂，也不知道这一影厅满场的人有多少看懂了的。有似曾相识的感觉，像是《2001太空漫游》和什么报告等的合体，一会儿惊悚一会儿絮叨。但若说是与核灾难有关，那就有些清晰恍悟了。应是163分钟版。似是2016年修复过的，还挺清晰，一会儿黑白（其实也不是，偏棕红）一会儿彩色，片名出现了3次，还分了两个part。2021俄罗斯珍藏电影展（最近俄国影展真多前两天深影，这周影博塞尔维亚站，还都不一样的片子）with睡了大半场的肉。今天又热了但空调真冷冻！CGV颐堤港店华帝厨电厅（激光1厅，似不是上次意大利艺术影展的厅）。售罄。（下周15号周三晚场也售罄了！其他几部片子都没有这样）
潜行者,DeckardYang,力荐, 2022-01-13 10:27:54 ,5,【5】除却惯有的自然元素的诗意，本片的神秘气质则伴随湿漉的黄褐色影像弥漫。三位主角可视作人类文明的三重旨意，关乎信仰的危机或存在的焦虑，以具体的探索动作引向抽象之境，直到触及灵魂，通向万事万物尽头。（只是没有给定概念及其指向，但没什么看不懂的吧，甚至台词都那么直接了。//Re 10.22 #2023成都天府科幻影展# 观感略降 w/c
潜行者,Comel,推荐, 2013-03-25 22:50:05 ,2,美好的摄影，奇妙的设定，但于我而言，实在不够好看。想想同样的设定和摄影，加快叙事节奏，插入些许情节，那么相信又是一部焕然一新的出色商业电影。以上都是yy，但又何必传声筒？
潜行者,津五渡,力荐, 2018-10-26 23:51:56 ,4,老塔更加纠结于时间与记忆，也更想参透生命的意义。荒芜破败、污染废弃的景象完全占据了潜意识，苦了潜行者也苦了自己。可毁灭这不愿回首的一切又能怎样呢，那起码还是证明着拥有过的人生。老塔阐述这些依旧是用诗意，这是深植于记忆的。四星半。
潜行者,睡睡睡,力荐, 2016-01-24 02:56:52 ,3,第一部塔科夫斯基。水的意象、废墟空镜、哲学思辨和信仰命题无不令人想起《现代启示录》，不那么飞，但更具说服力。诗性而缓慢的长镜引人思考。光明耀世，只惜光明仍亏。
潜行者,hsein,力荐, 2012-04-05 02:39:04 ,6,"又一部、顛覆電影的疆界電影。但我始終有局外人之感，找不到容身之處。作家根本勾不上我心中的藝術，科學家又被貶為沒有哲學骨架的功利主義者，然後看著兩人被擁有特異功能女兒的信仰者（潛行者）賞巴掌。信仰有時候僭越了它自身而不知。
"
潜行者,censored dump,力荐, 2015-07-27 10:22:16 ,8,影像为诗般的朦胧、神秘与深邃，对白充满了自我审视与哲学思辨，信仰像一缕幽魂，萦绕在迷茫而盲目的人类周围，雾笼废墟，雨来水起，老塔用这些简练的意象，不仅营造出与世隔绝的现实空间，也孕育了心灵被放逐后的逶迤，与其说是重返乐园，不如说是羽化登仙未遂。当追寻沦为浮光掠影，微光却从本身来。| 20200830俄展重看*大光明。终于有一点看懂了，圣愚带领知识和文艺，遵循神在自然留下的痕迹（螺母与白绳的叩击），却因信仰的退场，无法再进入宗教体验的核心，与诗和音乐的距离，就是向上还是泯然的尺度，Zone借用工业意象、或不如说是工业对自然的失败，完成了神意的再造，对二十世纪时代的隐喻，在二十世纪的空间中推进，那些水声就滴在大光明的1号厅里，火车就从旁边的南京西路驶过，振荡着每一个座位上的空气。
潜行者,Obtson,力荐, 2013-05-09 18:22:56 ,4,“我的良知渴望素食主义赢得整个世界，而我的下意识却渴求一块抹上汁的肥肉。” 一部可怕的杰作，以寓言视角展现精神根基的荒芜。黑白的伦常生活，彩色的幻境废墟。“区”本是实现愿望的磁场，实为吞噬信仰的黑洞。当你意识到自己的人生积重难返，还能有什么辩解可言。| 如今，未来也成了现在的一部分。生之迷雾，思之叠嶂，来自地表的延宕启示。私影史十佳。（俄罗斯珍藏电影展，数字修复版，CGV-K11，2022.3.5）
潜行者,KUMA,推荐, 2016-06-13 02:29:31 ,2,Stalker constitue 1 réflexion condensée du cinéaste peintre au prisme de la métaphysique face à la crise de la foi. La densité poétique de ses plans puise dans 1 plasticité contemplative inépuisable avant de distiller 1 beauté intemporelle devant la vérité salvatrice.
潜行者,stknight,力荐, 2012-02-25 13:29:38 ,7,"塔科夫斯基只用一座废弃的大楼和一条臭水沟就拍出了这么一部含有高度的隐喻和象征意味的科幻片。其实这一部不算塔二最难理解的片子，很多导演想表达的内容就在影片的对白中，值得玩味。""如果我们生活中没有痛苦的话，就不是好事，反而很糟。因为，这样就不会有过幸福，有过希望。"""
潜行者,Jackson Lin,很差, 2018-10-11 22:51:56 ,4,三个小时的片子，镜头和节奏都很缓慢，大段大段的台词也不知道翻译得对不对，其实基本没有情节，很多场景更象是话剧舞台，让三个人在那里大发议论，太难理解。如果你注重情节和娱乐性的话，千万别看这个片子，我快进了很多次才把它处理完，完全是浪费我的时间
潜行者,粉粿症候群,力荐, 2019-04-14 20:51:28 ,5,93/100，弱化了传统科幻片中废土式的世界构建，而是通过空间与媒介来进行情绪的传达。影片的色彩呈现是亮——暗——亮的，日益异化的现实社会中人的信仰逐渐淡泊，被水与生命体包绕的“房间”似乎是人类最后的乌托邦，潜行者在镜头的之下宛若圣人的指引，但人类变的似那漠漠黄沙一样无情，房间被生命之源——水最终毁灭。于是圣人亦开始信仰虚无，画面再次从鲜艳变为暗淡。但影像还是悲悯的，最终掉下去的杯子是虚无，留下的依旧是生命。片中不乏对哲学生命的探讨，如意识一样丝丝渗透进影像，并多次用人物的呓语打破第四堵墙，使情绪的融合和对人的思考达到最高峰
潜行者,旧书君,推荐, 2011-09-17 17:06:54 ,2,读完司机兄弟的原著之后再来看塔二的改编，就会发现很多影像后的“解读”都是误读了。虽说还是司机兄弟负责剧本，但明显还是塔二的整合、去繁从简占主导地位。手法比内容更重要？这个辩证可以用Stalker做论据。再有就是，希望看到《roadside picnic》的好莱坞改编版本，Solaris不就自成一套了嘛。
潜行者,莱奥,很差, 2018-08-31 23:31:54 ,6,煎熬两个多小时看完了，我就纳闷那么多五星是这么评出来的，我还是回火星吧，地球人太能装了
潜行者,T2,推荐, 2018-05-03 18:35:44 ,4,塔可夫斯基利用废弃的房屋、污水和起伏的沙堆与缓慢如潺潺流水般的移镜营造出一副诗意的末世景象，潜行者将生活的希望、作家把对艺术界限探寻的欲望和科学家对真相的恐惧投射于密室，科学家欲炸毁它引起的恐慌和扭打是因为幻象空间-密室的崩塌将永久流放记忆和欲望，也预示着主体的彻底消亡。
潜行者,走走看看,力荐, 2012-02-11 23:07:22 ,3,我只看懂一小部分，但是却深深被吸引。人之所欲与人所言之欲是不一样的，因为有本我到自我到超我的一个区间，很多人都弄不清楚自己到底想要什么；对于真的追寻真理的人来说，渊博不是获的尊敬的资本，而是继续下去越来越大的问号；上帝在剥夺一个样东西的时候总会送上另一个作为礼物（这个不知道对不对
潜行者,柯里昂妮,推荐, 2019-03-05 15:46:14 ,9,分三次看完，前两次睡着了。想起《湮灭》里的被“闪光”笼罩的未知区域，《潜行者》里的“The Zone”如同人类精神迷宫，长镜头、废土美学衍生诗意与谜团。神走位的水杯，室内的大雨，沙堆的意境，老塔简直是意象之王。塔可夫斯基真是生命中难以承受之重。
潜行者,20个小明≯,推荐, 2016-04-21 07:58:14 ,1,最真挚的心愿发自苦难…整个场景都散发出一种毁灭压抑的气息，感觉就像进入了切尔诺贝利一般。充满隐喻的镜头、哲学意味浓厚的台词、伴随着铁轨轰鸣声奏响的波莱罗舞曲和第九交响曲，这一切都荒诞诡异让人难以捉摸、却又感觉真实无比，《路边野餐》借鉴了不少…为什么最近总看这种不明觉厉的神棍片？！
潜行者,Dun,力荐, 2020-01-24 18:35:47 ,3,年三十看老塔，中间几度要睡过去。说了好多话却又像什么也没说，寻找“房间”最后亦不入“房间”，“区”宛若一个大型的装置艺术。人物符号化，科学、艺术、宗教不断角力，试图说服他人的同时突然发现自身的荒谬和无意义。结尾孩子显灵，念力移物，诗句美到不行。给老塔两个玻璃杯，一条臭水沟，他就可以把世界拍给你看。
潜行者,Eco,力荐, 2014-02-07 12:53:17 ,3,“Zone”就是一个隐喻，就像黑客帝国里的矩阵或Matrix。那些电影中替导演留下的泪。死亡，希望，索取。雾中的区以及前行者的背影，让人想起弗里德里希的油画以及油画中那些永恒的背影。全片分为两部分，163分钟共约142组镜头。
潜行者,神仙鱼,推荐, 2016-04-25 00:02:04 ,1,[20220626修复重看] 洗掉了此前胶片严重偏红的糟糕观影体验。色调二分生命的色彩，绝望与希望。科学、艺术与信仰之间的对话冲撞。也有关于创作、电影嫉妒音乐等心声的表达。三人坐在门口看房间里的雨，我可以反复不断观赏的一场戏；探进装甲车里的镜头、结尾铁轨震动中伴着欢乐颂的奇迹。｜信仰吧，大概是说。一场道路探索，一场精神对话，其他一切似乎不过是载体和外壳。
潜行者,🫀Psyche,力荐, 2014-01-18 18:16:28 ,4,让文艺佬来拍科幻片就是这样神神叨叨的一惊一乍，一个看似白痴又痛苦的人带着这个星球上最自大的两种人（科学家和作家）进入了潘多拉盒子寻找希望，潘多拉盒子又破又旧，科学和文学轮流探路，文学被弃如死境但活着通过。文学和科学鄙视领路的低等感知，殊不知自己才是又被困进了绝望的角色。老塔好隐喻
